0.0,19135.0,350000.0,2.0,1.0,1.0,34.0,-1.0,0.0,0.0,0.0,0.0,0.0,37129.0,107295.0,108299.0,103487.0,90880.0,84387.0,75000.0,30000.0,4000.0,4000.0,5000.0,5000.0,1617207724.374698,2021-03-31 16:27:28.215000+00:00,2021-03-31 16:22:27+00:00,False
0.0,21916.0,190000.0,2.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,188370.0,188550.0,187521.0,190448.0,195492.0,190598.0,8700.0,8500.0,9270.0,14100.0,0.0,7200.0,1617207724.374698,2021-03-31 16:27:28.215000+00:00,2021-03-31 16:22:28+00:00,False
0.0,19957.0,180000.0,2.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,16452.0,18472.0,20546.0,24956.0,24262.0,24782.0,2616.0,2690.0,5100.0,0.0,1058.0,2000.0,1617207724.374698,2021-03-31 16:27:28.215000+00:00,2021-03-31 16:22:27+00:00,False
0.0,18343.0,20000.0,2.0,2.0,2.0,21.0,1.0,2.0,2.0,0.0,0.0,0.0,18455.0,13081.0,12582.0,14255.0,14138.0,16138.0,1327.0,0.0,2000.0,283.0,2000.0,859.0,1617207724.374698,2021-03-31 16:27:28.215000+00:00,2021-03-31 16:22:29+00:00,False
0.0,16568.0,80000.0,1.0,2.0,2.0,29.0,1.0,2.0,0.0,0.0,2.0,0.0,71795.0,62067.0,60949.0,71829.0,67567.0,62658.0,0.0,3000.0,15000.0,0.0,3000.0,3000.0,1617207724.374698,2021-03-31 16:27:27.182000+00:00,2021-03-31 16:22:30+00:00,False
0.0,20574.0,180000.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,183887.0,93962.0,95955.0,98354.0,105327.0,107500.0,4000.0,3500.0,4000.0,8600.0,4000.0,0.0,1617207724.374698,2021-03-31 16:27:27.182000+00:00,2021-03-31 16:22:34+00:00,False
1.0,23066.0,150000.0,2.0,2.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,68571.0,69845.0,71434.0,72365.0,73377.0,75052.0,3000.0,3300.0,2700.0,2800.0,3000.0,2800.0,1617207724.374698,2021-03-31 16:27:27.182000+00:00,2021-03-31 16:22:29+00:00,False
0.0,17606.0,50000.0,2.0,2.0,1.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,51229.0,46954.0,51221.0,49759.0,49820.0,50525.0,2100.0,5896.0,0.0,2000.0,1988.0,2000.0,1617207724.374698,2021-03-31 16:27:27.182000+00:00,2021-03-31 16:22:31+00:00,False
0.0,19640.0,90000.0,2.0,1.0,2.0,31.0,2.0,2.0,3.0,3.0,3.0,2.0,20052.0,79532.0,79872.0,80662.0,80740.0,83275.0,59872.0,2200.0,2700.0,2000.0,4000.0,2200.0,1617207724.374698,2021-03-31 16:27:27.182000+00:00,2021-03-31 16:22:33+00:00,False
0.0,29008.0,100000.0,2.0,2.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,100207.0,94080.0,75428.0,76450.0,77503.0,64119.0,4026.0,3100.0,3050.0,3000.0,2300.0,2700.0,1617207724.374698,2021-03-31 16:27:27.182000+00:00,2021-03-31 16:22:35+00:00,False
1.0,29379.0,290000.0,1.0,1.0,2.0,28.0,0.0,0.0,0.0,2.0,2.0,2.0,6395.0,7330.0,8711.0,9409.0,10153.0,9846.0,1200.0,1500.0,1000.0,900.0,0.0,800.0,1617207724.374698,2021-03-31 16:27:28.215000+00:00,2021-03-31 16:22:28+00:00,False
0.0,16509.0,20000.0,1.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,-1.0,3843.0,4110.0,4560.0,4567.0,4060.0,1035.0,1073.0,1258.0,1000.0,228.0,1035.0,0.0,1617207724.374698,2021-03-31 16:27:27.175000+00:00,2021-03-31 16:22:29+00:00,False
0.0,29333.0,390000.0,1.0,2.0,2.0,41.0,0.0,0.0,0.0,0.0,-1.0,-1.0,22309.0,21921.0,18357.0,17376.0,835.0,835.0,1325.0,1283.0,1092.0,14836.0,837.0,4904.0,1617207724.374698,2021-03-31 16:27:27.175000+00:00,2021-03-31 16:22:27+00:00,False
